category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
|Artists Globally|Photography|Art|Printing|Digital Media|Curated Web|, Digital Media ,2600000.0,acquired,USA,NC,Raleigh,Raleigh,2,2006-01-09,2006-09,2006-Q3,2006.0,2006-01-01,2007-02-26,0,2600000,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0
|SEO|Accounting|Direct Marketing|Advertising|, SEO ,,closed,FRA,,Paris,Paris,1,2006-10-02,2006-02,2006-Q1,2006.0,2007-12-19,2007-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video Streaming|Video|Software|, Software ,34700000.0,acquired,USA,CA,San Diego,San Diego,4,2005-01-01,2005-01,2005-Q1,2005.0,2005-01-01,2010-04-20,0,34700000,0,0,0,0,0,0,0,0,0,0,0,9200000,15000000,0,0,0,0,0,0
|News|Comics|Entertainment|Life Sciences|Publishing|E-Commerce|, Publishing ,15000000.0,acquired,USA,NY,New York City,New York,1,,,,,2006-08-08,2006-08-08,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0
,,4633057.0,acquired,USA,WI,Madison,Madison,3,1999-01-01,1999-01,1999-Q1,1999.0,2006-04-28,2009-09-11,0,3400000,933057,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Web Development|Semantic Web|Internet Marketing|Video Streaming|Enterprise Software|, Web Development ,999950.0,acquired,ESP,,Madrid,Madrid,1,2003-01-05,2003-05,2003-Q2,2003.0,2011-09-01,2011-09-01,0,999950,0,0,0,0,0,0,0,0,0,0,0,999950,0,0,0,0,0,0,0
|Search|, Search ,2000000.0,closed,ISR,,Tel Aviv,Tel Aviv,1,2007-01-01,2007-01,2007-Q1,2007.0,2007-12-01,2007-12-01,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video|Photography|Music|, Photography ,27132127.0,acquired,USA,CA,SF Bay Area,San Francisco,6,2003-01-11,2003-11,2003-Q4,2003.0,2004-09-01,2009-08-01,750000,26382127,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0
,,,acquired,USA,NY,Buffalo,Buffalo,1,1971-01-01,1971-01,1971-Q1,1971.0,2007-12-04,2007-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Cloud Computing|Security|IT and Cybersecurity|Software|, IT and Cybersecurity ,2000000.0,acquired,USA,CA,SF Bay Area,Palo Alto,2,2008-01-07,2008-07,2008-Q3,2008.0,2008-01-01,2009-11-01,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,1341116.0,acquired,USA,SC,"Charleston, South Carolina",Charleston,3,,2008-09,2008-Q3,2008.0,2010-03-12,2011-07-20,0,1341116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Video|Hardware + Software|, Video ,5717561.0,acquired,USA,OR,"Portland, Oregon",Portland,5,1995-01-01,1995-01,1995-Q1,1995.0,2004-07-01,2013-09-04,0,4250000,0,0,0,1467561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,closed,,,,,1,,,,,2006-10-02,2006-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Games|, Games ,250000.0,acquired,USA,PA,Pittsburgh,Pittsburgh,2,,,,,2007-10-25,2008-03-07,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,1950000.0,closed,IRL,,Galway,Galway,1,,,,,2010-07-19,2010-07-19,0,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,1200000.0,acquired,USA,NJ,NJ - Other,Mount Laurel,1,2000-01-01,2000-01,2000-Q1,2000.0,2010-01-11,2010-01-11,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0
|Software|, Software ,150000.0,acquired,BGR,,BGR - Other,Shumen,1,2010-01-07,2010-07,2010-Q3,2010.0,2010-09-01,2010-09-01,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Security|, Security ,9000000.0,acquired,USA,CA,SF Bay Area,Redwood City,2,2010-01-07,2010-07,2010-Q3,2010.0,2011-06-27,2011-11-17,1000000,8000000,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
|Software|, Software ,10000000.0,closed,USA,CA,SF Bay Area,Mountain View,1,2004-01-01,2004-01,2004-Q1,2004.0,2008-11-03,2008-11-03,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,25000000.0,acquired,USA,TX,Dallas,Dallas,1,,,,,2006-06-19,2006-06-19,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|Mobile|, Finance ,50000.0,acquired,USA,MA,Boston,Cambridge,3,2010-01-01,2010-01,2010-Q1,2010.0,2011-02-28,2012-12-18,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Sports|Curated Web|, Sports ,,closed,ISR,,Tel Aviv,Ramat Gan,1,2008-10-03,2008-03,2008-Q1,2008.0,2008-02-01,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,5639000.0,acquired,CAN,BC,New Westminster,New Westminster,2,2002-03-09,2002-09,2002-Q3,2002.0,2005-01-01,2009-11-20,0,5639000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Games|, Games ,15280000.0,closed,GBR,,London,London,1,2000-01-11,2000-11,2000-Q4,2000.0,2007-06-11,2007-06-11,0,15280000,0,0,0,0,0,0,0,0,0,0,0,15280000,0,0,0,0,0,0,0
,,8500000.0,closed,USA,UT,Salt Lake City,Salt Lake City,1,2007-01-01,2007-01,2007-Q1,2007.0,2005-01-06,2005-01-06,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|Email|Messaging|, Messaging ,,closed,,,,,1,2011-01-07,2011-07,2011-Q3,2011.0,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Search|, Search ,,closed,USA,CA,SF Bay Area,San Francisco,2,2009-01-11,2009-11,2009-Q4,2009.0,2010-02-01,2010-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Sales and Marketing|Retail|Public Relations|, Sales and Marketing ,3980000.0,acquired,USA,MA,Boston,Cambridge,2,2007-07-02,2007-02,2007-Q1,2007.0,2010-05-04,2011-10-05,0,3980000,0,0,0,0,0,0,0,0,0,0,0,2350000,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,500000.0,closed,USA,CA,SF Bay Area,San Mateo,1,2013-01-02,2013-02,2013-Q1,2013.0,2013-05-01,2013-05-01,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,,acquired,USA,NJ,Newark,Lyndhurst,1,1997-01-01,1997-01,1997-Q1,1997.0,2010-01-12,2010-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,64940000.0,acquired,USA,CA,SF Bay Area,Redwood City,3,2010-01-01,2010-01,2010-Q1,2010.0,2009-12-23,2011-09-28,0,64500000,0,0,0,440000,0,0,0,0,0,0,0,43000000,21500000,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,20596287.0,closed,USA,NC,"Wilmington - Cape Fear, North Carolina",Wilmington,3,1999-01-01,1999-01,1999-Q1,1999.0,2010-09-29,2014-06-19,0,20596287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|, Mobile ,,closed,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-12-22,2011-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,7300000.0,acquired,USA,CA,"Orange County, California",Mission Viejo,1,2004-01-01,2004-01,2004-Q1,2004.0,2006-08-10,2006-08-10,0,7300000,0,0,0,0,0,0,0,0,0,0,0,7300000,0,0,0,0,0,0,0
|Search|Curated Web|, Search ,5000000.0,acquired,USA,TX,Austin,Austin,1,2004-01-11,2004-11,2004-Q4,2004.0,2005-08-01,2005-08-01,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|SaaS|Search|, SaaS ,1600000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,2009-05-10,2009-10,2009-Q4,2009.0,2011-04-18,2011-04-18,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Classifieds|Music|, Music ,20000.0,closed,IND,,New Delhi,New Delhi,1,2012-01-08,2012-08,2012-Q3,2012.0,2012-09-13,2012-09-13,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,6000000.0,acquired,USA,CO,Fort Collins,Fort Collins,1,2003-01-01,2003-01,2003-Q1,2003.0,2006-04-12,2006-04-12,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0
|Software|Systems|Enterprise Software|, Enterprise Software ,6447280.0,acquired,ESP,,Seville,Seville,3,2005-01-01,2005-01,2005-Q1,2005.0,2007-04-09,2012-11-29,0,6447280,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,,acquired,FRA,,Paris,Paris,1,1997-01-01,1997-01,1997-Q1,1997.0,2009-07-06,2009-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Sales and Marketing|Video|Games|, Sales and Marketing ,,acquired,USA,CA,Los Angeles,Venice,1,2006-01-01,2006-01,2006-Q1,2006.0,2006-02-27,2006-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Consulting|, Consulting ,,closed,USA,GA,Atlanta,Alpharetta,1,1999-01-01,1999-01,1999-Q1,1999.0,2009-11-25,2009-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Wine And Spirits|Software|, Software ,25500100.0,closed,USA,CA,Napa Valley,Napa,3,,2004-10,2004-Q4,2004.0,2007-04-02,2012-01-01,0,25500100,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0
|Real Estate|, Real Estate ,2500000.0,acquired,USA,IL,Chicago,Bloomingdale,2,1997-01-01,1997-01,1997-Q1,1997.0,1999-08-31,2000-05-31,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,5765000.0,closed,BEL,,Brussels,Mechelen-bovelingen,3,2005-01-01,2005-01,2005-Q1,2005.0,2006-09-14,2008-03-06,0,5765000,0,0,0,0,0,0,0,0,0,0,0,1850000,0,0,0,0,0,0,0
|Software|Web Hosting|, Web Hosting ,630000.0,closed,ISR,,Tel Aviv,Herzliya,2,,2006-04,2006-Q2,2006.0,2006-04-26,2008-09-20,380000,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,30000000.0,closed,USA,CA,SF Bay Area,San Jose,2,2008-01-01,2008-01,2008-Q1,2008.0,2010-05-07,2011-06-06,0,30000000,0,0,0,0,0,0,0,0,0,0,0,15000000,15000000,0,0,0,0,0,0
|Clean Energy|Clean Technology|, Clean Technology ,147863878.0,acquired,USA,UT,Salt Lake City,Ogden,11,1985-01-01,1985-01,1985-Q1,1985.0,2006-01-01,2013-05-08,0,86600000,0,0,0,57763878,3500000,0,0,0,0,0,0,9500000,57000000,0,0,0,0,0,0
|Lead Generation|Payments|Polling|Surveys|Curated Web|, Payments ,118000.0,acquired,USA,FL,Tampa,Tampa,2,2006-01-01,2006-01,2006-Q1,2006.0,2006-01-01,2006-04-01,18000,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Media|, Social Media ,7000000.0,closed,USA,MN,Minneapolis,Eagan,2,2000-01-01,2000-01,2000-Q1,2000.0,2006-10-06,2013-07-23,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Data Mining|Social Network Media|Enterprises|Databases|Software|Enterprise Software|, Software ,5650000.0,acquired,USA,TX,Austin,Austin,6,,2009-07,2009-Q3,2009.0,2010-09-14,2013-06-04,0,2200000,0,0,0,3100000,350000,0,0,0,0,0,0,2200000,0,0,0,0,0,0,0
|Software|, Software ,457000.0,closed,GBR,,Sheffield,Sheffield,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-05-10,2008-06-23,0,457000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,,closed,USA,CA,SF Bay Area,San Francisco,1,2009-01-01,2009-01,2009-Q1,2009.0,2010-03-02,2010-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,3000000.0,acquired,USA,PA,Philadelphia,Hatboro,1,2001-01-01,2001-01,2001-Q1,2001.0,2010-03-09,2010-03-09,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,6000000.0,acquired,USA,IL,Chicago,Northbrook,1,1995-01-01,1995-01,1995-Q1,1995.0,2005-01-14,2005-01-14,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0
|Finance|, Finance ,1000000.0,acquired,USA,IL,Chicago,Chicago,1,,,,,2006-08-01,2006-08-01,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,1500000.0,acquired,USA,CA,SF Bay Area,South San Francisco,1,1999-01-01,1999-01,1999-Q1,1999.0,2007-03-01,2007-03-01,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,62449384.0,acquired,,,,,2,1996-01-01,1996-01,1996-Q1,1996.0,2010-01-08,2014-07-31,0,147010,0,0,0,62302374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Security|, Security ,6760000.0,closed,USA,TX,Houston,Houston,2,2006-01-01,2006-01,2006-Q1,2006.0,2006-07-07,2010-01-27,0,4000000,0,0,0,2760000,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
|Advertising|Mobile|, Advertising ,,acquired,USA,CA,SF Bay Area,Menlo Park,1,2005-01-09,2005-09,2005-Q3,2005.0,2005-11-01,2005-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Curated Web|, Curated Web ,,closed,,,,,1,2008-01-03,2008-03,2008-Q1,2008.0,2008-03-01,2008-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Medical Professionals|Diagnostics|Cloud Infrastructure|Health Care|, Diagnostics ,6450000.0,acquired,USA,GA,Atlanta,Atlanta,4,1999-01-01,1999-01,1999-Q1,1999.0,2009-07-14,2013-01-03,0,3250000,0,0,0,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,15400000.0,acquired,USA,CA,SF Bay Area,Redwood City,1,1998-01-01,1998-01,1998-Q1,1998.0,2010-07-01,2010-07-01,0,15400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Privacy|Security|, Privacy ,15400000.0,acquired,USA,CA,SF Bay Area,Redwood City,1,,,,,2005-04-18,2005-04-18,0,15400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15400000,0,0,0,0
|Flash Sales|Coupons|Social Buying|Retail|Facebook Applications|Gamification|Games|, Facebook Applications ,1300000.0,closed,USA,CA,SF Bay Area,San Francisco,2,2010-01-08,2010-08,2010-Q3,2010.0,2010-08-01,2012-04-01,1100000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Technology|, Technology ,,acquired,USA,CA,Los Angeles,Van Nuys,1,2005-01-01,2005-01,2005-Q1,2005.0,2011-12-31,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health and Wellness|, Health and Wellness ,1155000.0,acquired,USA,CA,Los Angeles,Los Angeles,2,2007-01-11,2007-11,2007-Q4,2007.0,2008-01-01,2009-08-01,485000,0,0,0,0,0,670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,26500000.0,closed,CAN,BC,Burnaby,Burnaby,2,,,,,2004-07-06,2008-06-02,0,26500000,0,0,0,0,0,0,0,0,0,0,0,4500000,22000000,0,0,0,0,0,0
|Health Care|Insurance|Hospitality|Services|Governments|Banking|Games|Enterprise Software|, Health Care ,31000000.0,acquired,USA,IL,Chicago,Chicago,2,1994-01-01,1994-01,1994-Q1,1994.0,2008-06-23,2008-10-31,0,31000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|Open Source|Web Hosting|Cloud Computing|Storage|Enterprise Software|, Enterprise Software ,14400000.0,acquired,USA,CA,SF Bay Area,San Francisco,2,2012-03-05,2012-05,2012-Q2,2012.0,2012-09-11,2013-05-10,0,14400000,0,0,0,0,0,0,0,0,0,0,0,13400000,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,22400000.0,acquired,USA,NC,Raleigh,Raleigh,3,2003-01-01,2003-01,2003-Q1,2003.0,2005-07-26,2008-09-08,0,22400000,0,0,0,0,0,0,0,0,0,0,0,0,9400000,10000000,0,0,0,0,0
|Enterprise Software|Software|, Enterprise Software ,35856605.0,acquired,USA,CA,SF Bay Area,San Jose,5,2001-01-01,2001-01,2001-Q1,2001.0,2003-12-12,2013-07-22,0,35856605,0,0,0,0,0,0,0,0,0,0,0,0,10000000,15000000,7483786,0,0,0,0
|Hardware + Software|, Hardware + Software ,13504564.0,closed,USA,NY,New York City,New York,1,,,,,2013-08-08,2013-08-08,0,13504564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Biotechnology|, Biotechnology ,43000000.0,acquired,USA,NJ,Newark,Piscataway,3,2005-01-01,2005-01,2005-Q1,2005.0,2011-12-02,2013-11-13,0,23000000,0,0,0,20000000,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0
|Hardware + Software|, Hardware + Software ,28750000.0,acquired,USA,MA,Boston,Woburn,1,2001-01-01,2001-01,2001-Q1,2001.0,2007-01-08,2007-01-08,0,28750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Manufacturing|Energy Efficiency|Clean Technology|, Energy Efficiency ,41341484.0,acquired,USA,CA,SF Bay Area,Sunnyvale,4,,,,,2009-10-13,2011-07-19,0,36400000,0,0,0,4941484,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0,0
,,1035000.0,acquired,,,,,1,,,,,2011-09-30,2011-09-30,0,1035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Health Care|, Health Care ,18000000.0,acquired,USA,TX,Dallas,Plano,1,2002-01-01,2002-01,2002-Q1,2002.0,2008-09-08,2008-09-08,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0,0,0
|Advertising|, Advertising ,1790000.0,acquired,USA,PA,Philadelphia,Lansdowne,1,1996-01-01,1996-01,1996-Q1,1996.0,2007-08-30,2007-08-30,0,1790000,0,0,0,0,0,0,0,0,0,0,0,0,0,1790000,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,1900000.0,acquired,USA,MA,Boston,Boston,1,1998-01-01,1998-01,1998-Q1,1998.0,2012-02-22,2012-02-22,0,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Advertising|, Advertising ,1507400.0,closed,ITA,,Milan,Milan,1,,,,,2008-08-10,2008-08-10,0,1507400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|SaaS|Contact Management|Lead Generation|Software|, SaaS ,,closed,USA,CA,SF Bay Area,Redwood City,1,,2009-08,2009-Q3,2009.0,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Reviews and Recommendations|Business Services|Local|Curated Web|, Curated Web ,8500000.0,acquired,USA,CA,SF Bay Area,San Francisco,1,,,,,2006-03-01,2006-03-01,0,8500000,0,0,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0
|Web Hosting|, Web Hosting ,,acquired,USA,NY,New York City,New York,1,1985-01-01,1985-01,1985-Q1,1985.0,2010-04-02,2010-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Business Services|Search Marketing|Market Research|, Market Research ,6500000.0,acquired,USA,CA,SF Bay Area,San Mateo,2,2009-01-01,2009-01,2009-Q1,2009.0,2012-09-25,2013-06-27,0,6500000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
|Analytics|, Analytics ,4300000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,,,,,2012-03-29,2012-03-29,0,4300000,0,0,0,0,0,0,0,0,0,0,0,4300000,0,0,0,0,0,0,0
|Health Care|, Health Care ,13881227.0,acquired,USA,CA,SF Bay Area,Newark,2,,,,,2008-02-27,2009-09-18,0,11000000,0,0,0,2881227,0,0,0,0,0,0,0,0,0,0,0,11000000,0,0,0
|Health Care|, Health Care ,6973916.0,closed,,,,,2,,,,,2009-10-01,2010-03-05,0,6973916,0,0,0,0,0,0,0,0,0,0,0,0,5400000,0,0,0,0,0,0
|Healthcare Services|Health Care|Hospitals|, Healthcare Services ,,acquired,USA,TN,Nashville,Brentwood,1,1998-01-01,1998-01,1998-Q1,1998.0,2004-01-01,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Networking|News|Journalism|Curated Web|, Curated Web ,,acquired,USA,NY,New York City,New York,1,2005-05-10,2005-10,2005-Q4,2005.0,2008-05-01,2008-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Gift Card|Curated Web|, Gift Card ,25000.0,closed,USA,LA,New Orleans,New Orleans,1,2007-07-05,2007-05,2007-Q2,2007.0,2007-05-10,2007-05-10,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Social Network Media|Social Media|Mobile|Photo Editing|Photo Sharing|Photography|, Social Media ,57500000.0,acquired,USA,CA,SF Bay Area,San Francisco,3,2010-01-03,2010-03,2010-Q1,2010.0,2010-03-05,2012-04-05,500000,57000000,0,0,0,0,0,0,0,0,0,0,0,7000000,50000000,0,0,0,0,0,0
|Software|, Software ,2000000.0,closed,USA,TX,Dallas,Flower Mound,1,,,,,2006-07-25,2006-07-25,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
|Meeting Software|Virtualization|Software|, Meeting Software ,11499997.0,acquired,ISR,,Tel Aviv,Ra'anana,2,2006-01-01,2006-01,2006-Q1,2006.0,2008-08-11,2010-05-07,0,11499997,0,0,0,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0
,,,acquired,USA,IL,Chicago,Schaumburg,1,1987-01-01,1987-01,1987-Q1,1987.0,1998-02-10,1998-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,8800000.0,acquired,USA,CA,SF Bay Area,Santa Clara,1,1999-01-01,1999-01,1999-Q1,1999.0,2006-05-17,2006-05-17,0,8800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000,0,0,0,0
|Advertising|, Advertising ,,closed,USA,CA,SF Bay Area,Sunnyvale,1,2009-01-05,2009-05,2009-Q2,2009.0,2009-08-02,2009-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Finance|, Finance ,550000.0,closed,BRA,,Sao Paulo,S�o Paulo,1,2011-01-08,2011-08,2011-Q3,2011.0,2011-10-01,2011-10-01,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Consumer Electronics|Music|iPhone|iPod Touch|Mobile|, Consumer Electronics ,1420698.0,acquired,USA,NY,New York City,New York,4,2007-01-08,2007-08,2007-Q3,2007.0,2008-06-01,2011-05-05,750000,400002,0,0,0,270696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Enterprises|, Enterprises ,16150000.0,acquired,USA,IL,Chicago,Chicago,3,2000-01-01,2000-01,2000-Q1,2000.0,2000-01-31,2001-10-31,0,0,0,16150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,6000000.0,acquired,,,,,1,2005-01-01,2005-01,2005-Q1,2005.0,2006-01-25,2006-01-25,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Software|, Software ,49750000.0,acquired,USA,CT,Hartford,Hartford,1,1985-01-01,1985-01,1985-Q1,1985.0,2011-12-16,2011-12-16,0,0,0,0,0,0,0,0,49750000,0,0,0,0,0,0,0,0,0,0,0,0
,,,acquired,,,,,1,1989-01-01,1989-01,1989-Q1,1989.0,1996-03-06,1996-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
|Mobile|Cloud Computing|Apps|Enterprise Software|, Cloud Computing ,31597282.0,acquired,SGP,,Singapore,Singapore,5,1999-01-07,1999-07,1999-Q3,1999.0,2004-07-04,2012-12-20,0,24597282,0,0,0,7000000,0,0,0,0,0,0,0,0,11000000,0,8793834,0,0,0,0
|Computers|Services|Recycling|Electronics|, Electronics ,52500000.0,acquired,USA,MS,Jackson,Ridgeland,4,1987-01-01,1987-01,1987-Q1,1987.0,2005-08-29,2007-05-23,0,52500000,0,0,0,0,0,0,0,0,0,0,0,0,4000000,30000000,0,0,0,0,0
|Video|Television|Advertising|Predictive Analytics|Big Data|Games|, Advertising ,50000.0,acquired,USA,MA,Boston,Cambridge,1,2012-01-04,2012-04,2012-Q2,2012.0,2012-10-23,2012-10-23,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,8800000.0,acquired,USA,CA,SF Bay Area,Sunnyvale,1,1998-01-01,1998-01,1998-Q1,1998.0,2005-11-29,2005-11-29,0,8800000,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000,0,0,0,0,0
|Advertising|, Advertising ,25000000.0,acquired,USA,CA,SF Bay Area,San Mateo,1,,,,,2008-01-25,2008-01-25,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,31018951.0,acquired,USA,CA,Anaheim,Irvine,4,2001-01-01,2001-01,2001-Q1,2001.0,2005-05-16,2010-05-11,0,31018951,0,0,0,0,0,0,0,0,0,0,0,6500000,10000000,0,0,0,0,0,0
|Enterprise Software|, Enterprise Software ,,closed,USA,OH,Cincinnati,Independence,1,,,,,2011-10-22,2011-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
